Title,Name,Link
To Be or Not to Be,To Be or Not to Be (1983 film),/wiki/To_Be_or_Not_to_Be_(1983_film)
Trading Places,Trading Places,/wiki/Trading_Places
Valley Girl,Valley Girl (1983 film),/wiki/Valley_Girl_(1983_film)
Zelig,Zelig,/wiki/Zelig
All of Me,All of Me (1984 film),/wiki/All_of_Me_(1984_film)
Bachelor Party,Bachelor Party (1984 film),/wiki/Bachelor_Party_(1984_film)
Beverly Hills Cop,Beverly Hills Cop,/wiki/Beverly_Hills_Cop
Cannonball Run II,Cannonball Run II,/wiki/Cannonball_Run_II
City Heat,City Heat,/wiki/City_Heat
Ghostbusters,Ghostbusters,/wiki/Ghostbusters
The Ice Pirates,The Ice Pirates,/wiki/The_Ice_Pirates
Irreconcilable Differences,Irreconcilable Differences,/wiki/Irreconcilable_Differences
Kidco,Kidco,/wiki/Kidco
The Lonely Guy,The Lonely Guy,/wiki/The_Lonely_Guy
Micki & Maude,Micki & Maude,/wiki/Micki_%26_Maude
Nothing Lasts Forever,Nothing Lasts Forever (film),/wiki/Nothing_Lasts_Forever_(film)
Police Academy,Police Academy (film),/wiki/Police_Academy_(film)
Repo Man,Repo Man (film),/wiki/Repo_Man_(film)
Revenge of the Nerds,Revenge of the Nerds,/wiki/Revenge_of_the_Nerds
Rhinestone,Rhinestone (film),/wiki/Rhinestone_(film)
Sixteen Candles,Sixteen Candles,/wiki/Sixteen_Candles
Slapstick of Another Kind,Slapstick of Another Kind,/wiki/Slapstick_of_Another_Kind
Splash,Splash (film),/wiki/Splash_(film)
Teachers,Teachers (film),/wiki/Teachers_(film)
This Is Spinal Tap,This Is Spinal Tap,/wiki/This_Is_Spinal_Tap
Top Secret!,Top Secret!,/wiki/Top_Secret!
Up the Creek,Up the Creek (1984 film),/wiki/Up_the_Creek_(1984_film)
Back to the Future,Back to the Future,/wiki/Back_to_the_Future
Better Off Dead,Better Off Dead (film),/wiki/Better_Off_Dead_(film)
The Breakfast Club,The Breakfast Club,/wiki/The_Breakfast_Club
Brewster's Millions,Brewster's Millions (1985 film),/wiki/Brewster%27s_Millions_(1985_film)
Clue,Clue (film),/wiki/Clue_(film)
Cocoon,Cocoon (film),/wiki/Cocoon_(film)
Fletch,Fletch (film),/wiki/Fletch_(film)
Follow that Bird,Follow that Bird,/wiki/Follow_that_Bird
Fraternity Vacation,Fraternity Vacation,/wiki/Fraternity_Vacation
Girls Just Want to Have Fun,Girls Just Want to Have Fun (film),/wiki/Girls_Just_Want_to_Have_Fun_(film)
The Goonies,The Goonies,/wiki/The_Goonies
Head Office,Head Office,/wiki/Head_Office
The Heavenly Kid,The Heavenly Kid,/wiki/The_Heavenly_Kid
Into the Night,Into the Night (1985 film),/wiki/Into_the_Night_(1985_film)
Just One of the Guys,Just One of the Guys,/wiki/Just_One_of_the_Guys
Lost in America,Lost in America,/wiki/Lost_in_America
Moving Violations,Moving Violations,/wiki/Moving_Violations
Murphy's Romance,Murphy's Romance,/wiki/Murphy%27s_Romance
My Science Project,My Science Project,/wiki/My_Science_Project
National Lampoon's European Vacation,National Lampoon's European Vacation,/wiki/National_Lampoon%27s_European_Vacation
Once Bitten,Once Bitten (1985 film),/wiki/Once_Bitten_(1985_film)
Pee-wee's Big Adventure,Pee-wee's Big Adventure,/wiki/Pee-wee%27s_Big_Adventure
Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,/wiki/Police_Academy_2:_Their_First_Assignment
Porky's Revenge!,Porky's Revenge!,/wiki/Porky%27s_Revenge!
Private Resort,Private Resort,/wiki/Private_Resort
Prizzi's Honor,Prizzi's Honor,/wiki/Prizzi%27s_Honor
Real Genius,Real Genius,/wiki/Real_Genius
Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,/wiki/Remo_Williams:_The_Adventure_Begins
Santa Claus The Movie,Santa Claus The Movie,/wiki/Santa_Claus_The_Movie
Secret Admirer,Secret Admirer,/wiki/Secret_Admirer
Spies Like Us,Spies Like Us,/wiki/Spies_Like_Us
Summer Rental,Summer Rental,/wiki/Summer_Rental
Teen Wolf,Teen Wolf,/wiki/Teen_Wolf
The Black Cauldron,The Black Cauldron (film),/wiki/The_Black_Cauldron_(film)
Weird Science,Weird Science (film),/wiki/Weird_Science_(film)
Armed and Dangerous,Armed and Dangerous (1986 film),/wiki/Armed_and_Dangerous_(1986_film)
Back to School,Back to School,/wiki/Back_to_School
The Best of Times,The Best of Times (1986 film),/wiki/The_Best_of_Times_(1986_film)
Big Trouble in Little China,Big Trouble in Little China,/wiki/Big_Trouble_in_Little_China
The Class of Nuke 'Em High,Class of Nuke 'Em High,/wiki/Class_of_Nuke_%27Em_High
Club Paradise,Club Paradise,/wiki/Club_Paradise
Down and Out in Beverly Hills,Down and Out in Beverly Hills,/wiki/Down_and_Out_in_Beverly_Hills
Ferris Bueller's Day Off,Ferris Bueller's Day Off,/wiki/Ferris_Bueller%27s_Day_Off
The Golden Child,The Golden Child,/wiki/The_Golden_Child
Gung Ho,Gung Ho (film),/wiki/Gung_Ho_(film)
Hannah and Her Sisters,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters
Haunted Honeymoon,Haunted Honeymoon,/wiki/Haunted_Honeymoon
Labyrinth,Labyrinth (1986 film),/wiki/Labyrinth_(1986_film)
Howard the Duck,Howard the Duck,/wiki/Howard_the_Duck#Other_media
Modern Girls,Modern Girls,/wiki/Modern_Girls
The Money Pit,The Money Pit,/wiki/The_Money_Pit
Night of the Creeps,Night of the Creeps,/wiki/Night_of_the_Creeps
Nothing in Common,Nothing in Common,/wiki/Nothing_in_Common
Odd Jobs,Odd Jobs (1986 film),/wiki/Odd_Jobs_(1986_film)
One Crazy Summer,One Crazy Summer,/wiki/One_Crazy_Summer
One More Saturday Night,One More Saturday Night (film),/wiki/One_More_Saturday_Night_(film)
Peggy Sue Got Married,Peggy Sue Got Married,/wiki/Peggy_Sue_Got_Married
Police Academy 3: Back in Training,Police Academy 3: Back in Training,/wiki/Police_Academy_3:_Back_in_Training
Ruthless People,Ruthless People,/wiki/Ruthless_People
Soul Man,Soul Man (film),/wiki/Soul_Man_(film)
Stewardess School,Stewardess School,/wiki/Stewardess_School
The Adventures of Milo and Otis,The Adventures of Milo and Otis,/wiki/The_Adventures_of_Milo_and_Otis
Tough Guys,Tough Guys,/wiki/Tough_Guys
¡Three Amigos!,Three Amigos,/wiki/Three_Amigos
True Stories,True Stories (film),/wiki/True_Stories_(film)
Wildcats,Wildcats (film),/wiki/Wildcats_(film)
Zeisters,Zeisters,/wiki/Zeisters
Adventures in Babysitting,Adventures in Babysitting,/wiki/Adventures_in_Babysitting
The Allnighter,The Allnighter (film),/wiki/The_Allnighter_(film)
Amazon Women on the Moon,Amazon Women on the Moon,/wiki/Amazon_Women_on_the_Moon
Back to the Beach,Back to the Beach,/wiki/Back_to_the_Beach
Beverly Hills Cop II,Beverly Hills Cop II,/wiki/Beverly_Hills_Cop_II
Born in East L.A.,Born in East L.A. (film),/wiki/Born_in_East_L.A._(film)
Broadcast News,Broadcast News (film),/wiki/Broadcast_News_(film)
Cherry 2000,Cherry 2000,/wiki/Cherry_2000
Eddie Murphy Raw,Eddie Murphy Raw,/wiki/Eddie_Murphy_Raw
Ernest Goes to Camp,Ernest Goes to Camp,/wiki/Ernest_Goes_to_Camp
"Good Morning, Vietnam","Good Morning, Vietnam","/wiki/Good_Morning,_Vietnam"
Hunk,Hunk (film),/wiki/Hunk_(film)
Ishtar,Ishtar (film),/wiki/Ishtar_(film)
Leonard Part 6,Leonard Part 6,/wiki/Leonard_Part_6
Making Mr. Right,Making Mr. Right,/wiki/Making_Mr._Right
Moonstruck,Moonstruck,/wiki/Moonstruck
Morgan Stewart's Coming Home,Morgan Stewart's Coming Home,/wiki/Morgan_Stewart%27s_Coming_Home
Munchies,Munchies (film),/wiki/Munchies_(film)
Overboard,Overboard (1987 film),/wiki/Overboard_(1987_film)
"Planes, Trains & Automobiles","Planes, Trains & Automobiles","/wiki/Planes,_Trains_%26_Automobiles"
Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,/wiki/Police_Academy_4:_Citizens_on_Patrol
The Princess Bride,The Princess Bride (film),/wiki/The_Princess_Bride_(film)
Radio Days,Radio Days,/wiki/Radio_Days
Raising Arizona,Raising Arizona,/wiki/Raising_Arizona
Real Men,Real Men (film),/wiki/Real_Men_(film)
Rent-A-Cop,Rent-A-Cop,/wiki/Rent-A-Cop
Revenge of the Nerds II: Nerds in Paradise,Revenge of the Nerds II: Nerds in Paradise,/wiki/Revenge_of_the_Nerds_II:_Nerds_in_Paradise
Roxanne,Roxanne (film),/wiki/Roxanne_(film)
The Secret of My Success,The Secret of My Success (1987 film),/wiki/The_Secret_of_My_Success_(1987_film)
Spaceballs,Spaceballs,/wiki/Spaceballs
Summer School,Summer School (film),/wiki/Summer_School_(film)
Surrender,Surrender (1987 film),/wiki/Surrender_(1987_film)
Teen Wolf Too,Teen Wolf Too,/wiki/Teen_Wolf_Too
They Still Call Me Bruce,They Still Call Me Bruce,/wiki/They_Still_Call_Me_Bruce
Three Men and a Baby,Three Men and a Baby,/wiki/Three_Men_and_a_Baby
Three O'Clock High,Three O'Clock High,/wiki/Three_O%27Clock_High
The Witches of Eastwick,The Witches of Eastwick (film),/wiki/The_Witches_of_Eastwick_(film)
Arthur 2: On the Rocks,Arthur 2: On the Rocks,/wiki/Arthur_2:_On_the_Rocks
Beetlejuice,Beetlejuice,/wiki/Beetlejuice
Big,Big (film),/wiki/Big_(film)
Big Top Pee-wee,Big Top Pee-wee,/wiki/Big_Top_Pee-wee
Bull Durham,Bull Durham,/wiki/Bull_Durham
Caddyshack II,Caddyshack II,/wiki/Caddyshack_II
Coming to America,Coming to America,/wiki/Coming_to_America
Dangerous Curves,Dangerous Curves (1988 film),/wiki/Dangerous_Curves_(1988_film)
Dirty Rotten Scoundrels,Dirty Rotten Scoundrels (film),/wiki/Dirty_Rotten_Scoundrels_(film)
Earth Girls Are Easy,Earth Girls Are Easy,/wiki/Earth_Girls_Are_Easy
"Elvira, Mistress of the Dark","Elvira, Mistress of the Dark","/wiki/Elvira,_Mistress_of_the_Dark"
Ernest Saves Christmas,Ernest Saves Christmas,/wiki/Ernest_Saves_Christmas
Feds,Feds,/wiki/Feds
The Great Outdoors,The Great Outdoors (1988 film),/wiki/The_Great_Outdoors_(1988_film)
Hairspray,Hairspray (1988 film),/wiki/Hairspray_(1988_film)
"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","/wiki/Honey,_I_Shrunk_the_Kids"
Hot to Trot,Hot to Trot,/wiki/Hot_to_Trot
I'm Gonna Git You Sucka,I'm Gonna Git You Sucka,/wiki/I%27m_Gonna_Git_You_Sucka
Johnny Be Good,Johnny Be Good,/wiki/Johnny_Be_Good
Killer Klowns from Outer Space,Killer Klowns from Outer Space,/wiki/Killer_Klowns_from_Outer_Space
License to Drive,License to Drive,/wiki/License_to_Drive
Married to the Mob,Married to the Mob,/wiki/Married_to_the_Mob
Midnight Run,Midnight Run,/wiki/Midnight_Run
Moving,Moving (1988 film),/wiki/Moving_(1988_film)
My Stepmother Is an Alien,My Stepmother Is an Alien,/wiki/My_Stepmother_Is_an_Alien
The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!,/wiki/The_Naked_Gun:_From_the_Files_of_Police_Squad!
Police Academy 5: Assignment Miami Beach,Police Academy 5: Assignment Miami Beach,/wiki/Police_Academy_5:_Assignment_Miami_Beach
Punchline,Punchline (film),/wiki/Punchline_(film)
Scrooged,Scrooged,/wiki/Scrooged
She's Having a Baby,She's Having a Baby,/wiki/She%27s_Having_a_Baby
Switching Channels,Switching Channels,/wiki/Switching_Channels
Tapeheads,Tapeheads,/wiki/Tapeheads
Twins,Twins (1988 film),/wiki/Twins_(1988_film)
Vibes,Vibes (film),/wiki/Vibes_(film)
Who Framed Roger Rabbit,Who Framed Roger Rabbit,/wiki/Who_Framed_Roger_Rabbit
Working Girl,Working Girl,/wiki/Working_Girl
The Adventures of Milo and Otis,The Adventures of Milo and Otis,/wiki/The_Adventures_of_Milo_and_Otis
Back to the Future Part II,Back to the Future Part II,/wiki/Back_to_the_Future_Part_II
Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,/wiki/Bill_%26_Ted%27s_Excellent_Adventure
The Burbs,The Burbs,/wiki/The_Burbs
Cannibal Women in the Avocado Jungle of Death,Cannibal Women in the Avocado Jungle of Death,/wiki/Cannibal_Women_in_the_Avocado_Jungle_of_Death
Cookie,Cookie (film),/wiki/Cookie_(film)
Dad,Dad (1989 film),/wiki/Dad_(1989_film)
Dream a Little Dream,Dream a Little Dream (film),/wiki/Dream_a_Little_Dream_(film)
The Dream Team,The Dream Team (1989 film),/wiki/The_Dream_Team_(1989_film)
Family Business,Family Business (1989 film),/wiki/Family_Business_(1989_film)
Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Meets the Cosmic Cheerleaders,/wiki/Flesh_Gordon_Meets_the_Cosmic_Cheerleaders
Ghostbusters II,Ghostbusters II,/wiki/Ghostbusters_II
Girlfriend from Hell,Girlfriend from Hell,/wiki/Girlfriend_from_Hell
Going Overboard,Going Overboard,/wiki/Going_Overboard
Harlem Nights,Harlem Nights,/wiki/Harlem_Nights
"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","/wiki/Honey,_I_Shrunk_the_Kids"
Identity Crisis,Identity Crisis (film),/wiki/Identity_Crisis_(film)
K-9,K-9 (film),/wiki/K-9_(film)
Let It Ride,Let It Ride (film),/wiki/Let_It_Ride_(film)
Look Who's Talking,Look Who's Talking,/wiki/Look_Who%27s_Talking
Major League,Major League (film),/wiki/Major_League_(film)
National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,/wiki/National_Lampoon%27s_Christmas_Vacation
Parenthood,Parenthood (1989 film),/wiki/Parenthood_(1989_film)
Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,/wiki/Police_Academy_6:_City_Under_Siege
Scenes from the Class Struggle in Beverly Hills,Scenes from the Class Struggle in Beverly Hills,/wiki/Scenes_from_the_Class_Struggle_in_Beverly_Hills
"See No Evil, Hear No Evil","See No Evil, Hear No Evil","/wiki/See_No_Evil,_Hear_No_Evil"
She's Out of Control,She's Out of Control,/wiki/She%27s_Out_of_Control
Skin Deep,Skin Deep (1989 film),/wiki/Skin_Deep_(1989_film)
Speed Zone,Speed Zone,/wiki/Speed_Zone
True Love,True Love (1989 film),/wiki/True_Love_(1989_film)
Turner & Hooch,Turner & Hooch,/wiki/Turner_%26_Hooch
UHF,UHF (film),/wiki/UHF_(film)
Uncle Buck,Uncle Buck,/wiki/Uncle_Buck
Vampire's Kiss,Vampire's Kiss,/wiki/Vampire%27s_Kiss
The War of the Roses,The War of the Roses (film),/wiki/The_War_of_the_Roses_(film)
Weekend at Bernie's,Weekend at Bernie's,/wiki/Weekend_at_Bernie%27s
When Harry Met Sally...,When Harry Met Sally...,/wiki/When_Harry_Met_Sally...
Who's Harry Crumb?,Who's Harry Crumb?,/wiki/Who%27s_Harry_Crumb%3F
The Adventures of Ford Fairlane,The Adventures of Ford Fairlane,/wiki/The_Adventures_of_Ford_Fairlane
Air America,Air America (film),/wiki/Air_America_(film)
Back to the Future Part III,Back to the Future Part III,/wiki/Back_to_the_Future_Part_III
The Bonfire of the Vanities,The Bonfire of the Vanities (film),/wiki/The_Bonfire_of_the_Vanities_(film)
Crazy People,Crazy People,/wiki/Crazy_People
Ernest Goes to Jail,Ernest Goes to Jail,/wiki/Ernest_Goes_to_Jail
Flashback,Flashback (1990 film),/wiki/Flashback_(1990_film)
The Freshman,The Freshman (1990 film),/wiki/The_Freshman_(1990_film)
Green Card,Green Card (film),/wiki/Green_Card_(film)
Home Alone,Home Alone,/wiki/Home_Alone
House Party,House Party (film),/wiki/House_Party_(film)
I Love You to Death,I Love You to Death,/wiki/I_Love_You_to_Death
Joe Versus the Volcano,Joe Versus the Volcano,/wiki/Joe_Versus_the_Volcano
Kindergarten Cop,Kindergarten Cop,/wiki/Kindergarten_Cop
A Man Called Sarge,A Man Called Sarge,/wiki/A_Man_Called_Sarge
Men at Work,Men at Work (1990 film),/wiki/Men_at_Work_(1990_film)
Metropolitan,Metropolitan (1990 film),/wiki/Metropolitan_(1990_film)
Ninja Academy,Ninja Academy,/wiki/Ninja_Academy
Postcards from the Edge,Postcards from the Edge (film),/wiki/Postcards_from_the_Edge_(film)
Pretty Woman,Pretty Woman,/wiki/Pretty_Woman
Problem Child,Problem Child (1990 film),/wiki/Problem_Child_(1990_film)
Pump Up the Volume,Pump Up the Volume (film),/wiki/Pump_Up_the_Volume_(film)
Quick Change,Quick Change,/wiki/Quick_Change
Repossessed,Repossessed (film),/wiki/Repossessed_(film)
Uranus,Uranus (1990 film),/wiki/Uranus_(1990_film)
Why Me?,Why Me? (1990 film),/wiki/Why_Me%3F_(1990_film)
The Addams Family,The Addams Family (1991 film),/wiki/The_Addams_Family_(1991_film)
Another You,Another You,/wiki/Another_You
Bill & Ted's Bogus Journey,Bill & Ted's Bogus Journey,/wiki/Bill_%26_Ted%27s_Bogus_Journey
Career Opportunities,Career Opportunities (film),/wiki/Career_Opportunities_(film)
City Slickers,City Slickers,/wiki/City_Slickers
Defending Your Life,Defending Your Life,/wiki/Defending_Your_Life
Delirious,Delirious (1991 film),/wiki/Delirious_(1991_film)
Doc Hollywood,Doc Hollywood,/wiki/Doc_Hollywood
Don't Tell Mom the Babysitter's Dead,Don't Tell Mom the Babysitter's Dead,/wiki/Don%27t_Tell_Mom_the_Babysitter%27s_Dead
Drop Dead Fred,Drop Dead Fred,/wiki/Drop_Dead_Fred
Dutch,Dutch (film),/wiki/Dutch_(film)
Fast Getaway,Fast Getaway,/wiki/Fast_Getaway
Father of the Bride,Father of the Bride (1991 film),/wiki/Father_of_the_Bride_(1991_film)
Frankie and Johnny,Frankie and Johnny (1991 film),/wiki/Frankie_and_Johnny_(1991_film)
Hot Shots!,Hot Shots!,/wiki/Hot_Shots!
King Ralph,King Ralph,/wiki/King_Ralph
Life Stinks,Life Stinks,/wiki/Life_Stinks
Necessary Roughness,Necessary Roughness (film),/wiki/Necessary_Roughness_(film)
Oscar,Oscar (1991 film),/wiki/Oscar_(1991_film)
Problem Child 2,Problem Child 2,/wiki/Problem_Child_2
Rover Dangerfield,Rover Dangerfield,/wiki/Rover_Dangerfield
Sgt. Kabukiman N.Y.P.D.,Sgt. Kabukiman N.Y.P.D.,/wiki/Sgt._Kabukiman_N.Y.P.D.
Soapdish,Soapdish,/wiki/Soapdish
Strictly Business,Strictly Business (1991 film),/wiki/Strictly_Business_(1991_film)
Talkin' Dirty After Dark,Talkin' Dirty After Dark,/wiki/Talkin%27_Dirty_After_Dark
What About Bob?,What About Bob?,/wiki/What_About_Bob%3F
3 Ninjas,3 Ninjas (film),/wiki/3_Ninjas_(film)
Beethoven,Beethoven (film),/wiki/Beethoven_(film)
Boomerang,Boomerang (1992 film),/wiki/Boomerang_(1992_film)
Boris and Natasha: The Movie,Boris and Natasha: The Movie,/wiki/Boris_and_Natasha:_The_Movie
Brain Donors,Brain Donors,/wiki/Brain_Donors
Class Act,Class Act,/wiki/Class_Act
The Cutting Edge,The Cutting Edge,/wiki/The_Cutting_Edge
Death Becomes Her,Death Becomes Her,/wiki/Death_Becomes_Her
The Double 0 Kid,The Double 0 Kid,/wiki/The_Double_0_Kid
Encino Man,Encino Man,/wiki/Encino_Man
Hero,Hero (1992 film),/wiki/Hero_(1992_film)
Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,/wiki/Home_Alone_2:_Lost_in_New_York
"Honey, I Blew Up the Kid","Honey, I Blew Up the Kid","/wiki/Honey,_I_Blew_Up_the_Kid"
Honeymoon in Vegas,Honeymoon in Vegas,/wiki/Honeymoon_in_Vegas
Housesitter,Housesitter (film),/wiki/Housesitter_(film)
Inside Monkey Zetterland,Inside Monkey Zetterland,/wiki/Inside_Monkey_Zetterland
Kuffs,Kuffs,/wiki/Kuffs
A League of Their Own,A League of Their Own,/wiki/A_League_of_Their_Own
Love Potion No. 9,Love Potion No. 9 (film),/wiki/Love_Potion_No._9_(film)
Mo' Money,Mo' Money,/wiki/Mo%27_Money
Mr. Baseball,Mr. Baseball,/wiki/Mr._Baseball
My Cousin Vinny,My Cousin Vinny,/wiki/My_Cousin_Vinny
Noises Off...,Noises Off...,/wiki/Noises_Off...
Revenge of the Nerds III: The Next Generation,Revenge of the Nerds III: The Next Generation,/wiki/Revenge_of_the_Nerds_III:_The_Next_Generation
Shakes the Clown,Shakes the Clown,/wiki/Shakes_the_Clown
Sister Act,Sister Act,/wiki/Sister_Act
Stop! Or My Mom Will Shoot!,Stop! Or My Mom Will Shoot!,/wiki/Stop!_Or_My_Mom_Will_Shoot!
Toys,Toys (film),/wiki/Toys_(film)
Wayne's World,Wayne's World (film),/wiki/Wayne%27s_World_(film)
Addams Family Values,Addams Family Values,/wiki/Addams_Family_Values
Amos & Andrew,Amos & Andrew,/wiki/Amos_%26_Andrew
Another Stakeout,Another Stakeout,/wiki/Another_Stakeout
Beethoven's 2nd,Beethoven's 2nd (film),/wiki/Beethoven%27s_2nd_(film)
Benny & Joon,Benny & Joon,/wiki/Benny_%26_Joon
The Beverly Hillbillies,The Beverly Hillbillies (film),/wiki/The_Beverly_Hillbillies_(film)
Cannibal! The Musical,Cannibal! The Musical,/wiki/Cannibal!_The_Musical
CB4,CB4,/wiki/CB4
Coneheads,Coneheads,/wiki/Coneheads
Cool Runnings,Cool Runnings,/wiki/Cool_Runnings
Dave,Dave (film),/wiki/Dave_(film)
Dazed and Confused,Dazed and Confused (film),/wiki/Dazed_and_Confused_(film)
Dennis the Menace,Dennis the Menace (film),/wiki/Dennis_the_Menace_(film)
Ernest Rides Again,Ernest Rides Again,/wiki/Ernest_Rides_Again
Fatal Instinct,Fatal Instinct,/wiki/Fatal_Instinct
Freaked,Freaked,/wiki/Freaked
Groundhog Day,Groundhog Day (film),/wiki/Groundhog_Day_(film)
Grumpy Old Men,Grumpy Old Men (film),/wiki/Grumpy_Old_Men_(film)
Heart and Souls,Heart and Souls,/wiki/Heart_and_Souls
Hexed,Hexed,/wiki/Hexed
Homeward Bound,Homeward Bound: The Incredible Journey,/wiki/Homeward_Bound:_The_Incredible_Journey
